faq_id,department,category,intent,language,question,answer,required_information,action,source,last_verified,dynamic_data_required,source_url,source_url_2,contact_person,contact_designation,contact_mobile,alt_contact_person,alt_contact_designation,alt_contact_mobile,office_address,office_phone,escalation_helpline,website
PWD-011,PWD,Complaints,road_complaint_details,Complaint,What details should I provide for a road complaint?,"Provide the exact location, nearest landmark, ward or zone if known, type of road problem, description or severity, and a photograph if supported. A project, tender or work-order number is useful when available. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-012,PWD,Routing,drainage_vs_pwd,Route,Does PWD handle every drain or sewer complaint?,"No. IMC separately allocates Drainage and Sewerage functions. The chatbot should identify whether the problem is road/civil work or drainage/sewerage service. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-013,PWD,Routing,water_supply_vs_pwd,Route,Does PWD handle water-supply complaints?,"No. IMC separately allocates Water Supply. Complaints about no water, water pressure, new water connections or water-supply service should not automatically be routed to PWD. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-014,PWD,Complaints,track_complaint,Status,Can I track my road complaint?,"IMC provides grievance and CRM citizen-service channels. If the chatbot is connected to the complaint system, it should retrieve live status using the complaint or reference number. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-015,PWD,Complaints,photo,Complaint,Can I upload a photo with a road complaint?,"If the current complaint channel supports attachments, a citizen can provide a photograph. The chatbot should not promise this feature unless it is enabled in the connected system. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-016,PWD,Jurisdiction,road_authority,Route,Is every road in Indore maintained by IMC?,"Not necessarily. Road responsibility depends on jurisdiction. The chatbot should verify the responsible authority when possible rather than automatically claiming IMC responsibility. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-017,PWD,Civil works,dug_road,Complaint,What if my road has been dug up and not restored?,"Collect the location, utility or project information if known, period of excavation if known, and photographs. Route according to the verified responsible department or project. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-018,PWD,Department,pwd_scope,Inform,What does the PWD/Public Works Department of IMC do?,"PWD is the IMC public-works portfolio. For chatbot routing, it covers municipal road and other civil/public infrastructure work under IMC jurisdiction. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; M.P. municipal framework,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-019,PWD,Roads,damaged_road,Hinglish,"Meri sadak toot gayi hai, complaint kahan karun?","Agar sadak IMC ke municipal road/civil-work jurisdiction mein hai, complaint ko Public Works/PWD grievance route par bheja ja sakta hai. Exact location aur nearest landmark dena chahiye. Aap seedhe Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) ko 7974162847 par call kar sakte hain, ya IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 par jaakar likhit shikayat de sakte hain. Online shikayat ke liye https://imcindore.mp.gov.in/ par jaayein, ya CM Helpline 181 par call karein.",Exact location; nearest landmark; ward/zone if known; problem description; photo if supported; project/tender/work-order number if known,Complaint,Official IMC,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-020,PWD,Roads,pothole,Hinglish,"Sadak par bada gaddha hai, kya karun?","Pothole ki complaint IMC ke applicable grievance channel par karein. Location, landmark aur photo dena useful hai. Aap seedhe Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) ko 7974162847 par call kar sakte hain, ya IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 par jaakar likhit shikayat de sakte hain. Online shikayat ke liye https://imcindore.mp.gov.in/ par jaayein, ya CM Helpline 181 par call karein.",Exact location; nearest landmark; ward/zone if known; problem description; photo if supported; project/tender/work-order number if known,Complaint,Official IMC,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-021,PWD,Roads,road_construction,Hinglish,Road ka construction kaun karta hai?,"IMC ke municipal road construction aur related public civil works Public Works portfolio ke under aate hain, project aur jurisdiction ke subject to. You can directly contact Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) at 7974162847, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 in person to file a written complaint. To lodge it online, use https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-022,PWD,Roads,incomplete_work,Hinglish,"Road ka kaam adhura chhod diya hai, complaint kahan karun?","Location, road/project ka naam agar pata ho, problem ka description aur photo ke saath complaint register karein. Isse Public Works issue ke roop mein route kiya ja sakta hai. Aap seedhe Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) ko 7974162847 par call kar sakte hain, ya IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 par jaakar likhit shikayat de sakte hain. Online shikayat ke liye https://imcindore.mp.gov.in/ par jaayein, ya CM Helpline 181 par call karein.",Exact location; nearest landmark; ward/zone if known; problem description; photo if supported; project/tender/work-order number if known,Complaint,Official IMC,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
PWD-023,PWD,Complaints,road_complaint_details,Hinglish,Road complaint ke liye kya details chahiye?,"Exact location, nearest landmark, ward/zone agar pata ho, road problem ka type aur description, aur photo agar available ho. Aap seedhe Mr. Srikant Kate (Executive Engineer, PWD Department (also Bridge Cell, CTPT)) ko 7974162847 par call kar sakte hain, ya IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 par jaakar likhit shikayat de sakte hain. Online shikayat ke liye https://imcindore.mp.gov.in/ par jaayein, ya CM Helpline 181 par call karein.",Exact location; nearest landmark; ward/zone if known; problem description; photo if supported; project/tender/work-order number if known,Complaint,Official IMC,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/,Mr. Srikant Kate,"Executive Engineer, PWD Department (also Bridge Cell, CTPT)",7974162847.0,Mr. Neeraj Anand Likhar,"Chief City Engineer, IMC",9179089333.0,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-001,Revenue,Property Tax,definition,Inform,What is property tax?,"Property tax is a municipal tax associated with buildings or land within the municipal corporation area under the applicable Madhya Pradesh municipal law and rules. IMC provides a Property Tax citizen service. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
REV-002,Revenue,Property Tax,liability,Inform,Who has to pay property tax?,"Property-tax liability depends on the applicable municipal law, assessment and property circumstances. The chatbot should not make a property-specific liability determination without the current property record and rules. For property/water tax matters, reach Ms. Garima Patidar (Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311) through your zonal Revenue counter, or visit IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch) in person. For online details, check https://imcindore.mp.gov.in/, or call the CM Helpline at 181.",None for general information,Inform,Official IMC; current department allocation and published notices,2026-08-18,No,https://www.imcindore.mp.gov.in/adt-commissioner,https://www.imcindore.mp.gov.in/uploads/2024_25_Revise_Rate_List_for_property_Tax_and_SBM_Fee_67a75dd238.pdf,Ms. Garima Patidar,"Deputy Commissioner - Revenue Department (Property & Water Tax, Zones 1-22); also Nodal Officer, CM Helpline/311",Not publicly listed - contact via IMC Revenue counter or zonal office,,,,"IMC Head Office, Nagar Nigam Square, Netaji Subhash Marg, Shivaji Market, Indore - 452007 (Revenue Branch)",0731-2535555,CM Helpline: 181 | IMC Toll-Free: 1800-233-5522,https://imcindore.mp.gov.in/
